"name","country.etc","long","lat"
"Szamotuly","Poland",16.58,52.61
"Szank","Hungary",19.67,46.55
"Szany","Hungary",17.3,47.47
"Szarliget","Hungary",18.49,47.53
"Szarvas","Hungary",20.56,46.87
"Szaszvar","Hungary",18.38,46.27
"Szatymaz","Hungary",20.05,46.35
"Szazhalombatta","Hungary",18.94,47.34
"Szczecin","Poland",14.53,53.43
"Szczecinek","Poland",16.69,53.71
"Szczytno","Poland",20.99,53.56
"Szecseny","Hungary",19.53,48.09
"Szedres","Hungary",18.68,46.47
"Szeged","Hungary",20.16,46.26
"Szeghalom","Hungary",21.17,47.03
"Szegvar","Hungary",20.23,46.59
"Szekesfehervar","Hungary",18.41,47.2
"Szekkutas","Hungary",20.53,46.5
"Szekszard","Hungary",18.71,46.35
"Szendro","Hungary",20.73,48.4
"Szentendre","Hungary",19.05,47.7
"Szentes","Hungary",20.26,46.66
"Szentgal","Hungary",18.62,46.37
"Szentgotthard","Hungary",16.28,46.95
"Szentistvan","Hungary",20.67,47.77
"Szentkiraly","Hungary",19.93,46.92
"Szentkiralyszabadja","Hungary",17.97,47.05
"Szentlorinc","Hungary",17.98,46.05
"Szentlorinckata","Hungary",19.76,47.53
"Szentmartonkata","Hungary",19.7,47.45
"Szerencs","Hungary",21.2,48.17
"Szigetcsep","Hungary",18.98,47.27
"Szigethalom","Hungary",19.03,47.35
"Szigetszentmiklos","Hungary",19.05,47.35
"Szigetujfalu","Hungary",18.93,47.23
"Szigetvar","Hungary",17.81,46.05
"Szihalom","Hungary",20.48,47.77
"Szikszo","Hungary",20.93,48.2
"Szilvasvarad","Hungary",20.4,48.11
"Szirmabesenyo","Hungary",20.79,48.16
"Szob","Hungary",18.87,47.82
"Szod","Hungary",19.21,47.73
"Szodliget","Hungary",19.15,47.75
"Szolnok","Hungary",20.18,47.18
"Szombathely","Hungary",16.63,47.23
"Szomod","Hungary",18.35,47.68
"Szprotawa","Poland",15.52,51.57
"Sztum","Poland",18.96,53.85
"Szubin","Poland",17.72,53.01
"Szurdokpuspoki","Hungary",19.7,47.86
"Szydlowiec","Poland",20.86,51.23
"Ta Xbiex","Malta",14.49,35.9
"Taagepera","Estonia",25.67,57.99
"Taaksi","Estonia",25.63,58.51
"Taali","Estonia",24.78,58.45
"Taaravainu","Estonia",26.34,59.32
"Taastrup","Denmark",12.32,55.65
"Tab","Hungary",18.02,46.73
"Tabasalu","Estonia",24.53,59.43
"Tabatinga","Brazil",-69.93,-4.25
"Taberlaane","Estonia",26.51,57.85
"Tabivere","Estonia",26.58,58.55
"Taboao da Serra","Brazil",-46.78,-23.6
"Tabor","Czech Republic",14.66,49.42
"Taborfalva","Hungary",19.49,47.1
"Taby","Sweden",18.07,59.5
"Tachov","Czech Republic",12.63,49.8
"Tadler-Ringel-Dirbach","Luxembourg",5.99,49.91
"Tadley","UK",-1.12,51.33
"Taebla","Estonia",23.75,58.95
"Taelavag","Norway",4.99,60.26
"Tafalla","Spain",-1.68,42.53
"Tafers","Switzerland",7.22,46.8
"Tagadi","Estonia",24.77,59.22
"Taganrog","Russia",38.91,47.22
"Tagavere","Estonia",22.9,58.51
"Tagerwilen","Switzerland",9.12,47.65
"Taggia","Italy",7.85,43.87
"Tagula","Estonia",26.37,57.86
"Taheva","Estonia",26.34,57.63
"Tahitofalu","Hungary",19.1,47.75
"Tahkuranna","Estonia",24.5,58.24
"Tahkvere","Estonia",26.63,58.88
"Tahtvere","Estonia",26.65,58.41
"Taikse","Estonia",25.48,58.77
"Tailandia","Brazil",-48.99,-2.96
"Taiobeiras","Brazil",-42.24,-15.81
"Taipalsaari","Finland",28.05,61.15
"Taivalkoski","Finland",28.25,65.57
"Taivassalo","Finland",21.62,60.56
"Taksony","Hungary",19.07,47.34
"Taktaharkany","Hungary",21.13,48.09
"Taktaszada","Hungary",21.18,48.12
"Tal'ne","Ukraine",30.7,48.89
"Talalayivka","Ukraine",31.92,50.95
"Talant","France",5.01,47.33
"Talavera de la Reina","Spain",-4.83,39.96
"Talayuela","Spain",-5.6,39.98
"Talence","France",-0.57,44.82
"Tali","Estonia",24.79,58.06
"Talitsa","Russia",63.71,57.02
"Tallinn","Estonia",24.74,59.44
"Tallya","Hungary",21.23,48.23
"Talmaciu","Romania",24.27,45.68
"Talmenka","Russia",83.56,53.82
"Talnakh","Russia",88.45,69.5
"Talsi","Latvia",22.59,57.25
"Tamarisi","Georgia",44.71,41.47
"Tamaseni","Romania",26.93,46.98
"Tamasi","Hungary",18.28,46.63
"Tamasi","Romania",26.98,46.48
"Tamboesti","Romania",27.05,45.52
"Tambov","Russia",41.43,52.73
"Tamme","Estonia",24.64,58.93
"Tammela","Finland",23.77,60.8
"Tammiku","Estonia",27.38,59.33
"Tammisaari","Finland",23.44,59.98
"Tammiste","Estonia",26.33,58.2
"Tammiste","Estonia",24.58,58.39
"Tammistu","Estonia",26.93,58.44
"Tammneeme","Estonia",24.89,59.53
"Tammuru","Estonia",24.72,58.34
"Tampere","Finland",23.76,61.52
"Tamsalu","Estonia",26.12,59.16
"Tamsweg","Austria",13.8,47.14
"Tamworth","UK",-1.69,52.63
"Tanacu","Romania",27.82,46.68
"Tananger","Norway",5.6,58.94
"Tanassilma","Estonia",25.84,58.39
"Tandarei","Romania",27.67,44.65
"Tandel","Luxembourg",6.18,49.89
"Tanem","Norway",10.45,63.32
"Tangara da Serra","Brazil",-57.48,-14.63
"Tangen","Norway",11.27,60.62
"Tangua","Brazil",-42.72,-22.73
"Tannassilma","Estonia",27.01,58.03
"Tantareni","Romania",23.48,44.6
"Tanvald","Czech Republic",15.3,50.73
"Tapa","Estonia",25.96,59.27
"Tapiobicske","Hungary",19.67,47.37
"Tapiogyorgye","Hungary",19.96,47.34
"Tapiosag","Hungary",19.63,47.4
"Tapioszecso","Hungary",19.62,47.45
"Tapioszele","Hungary",19.87,47.33
"Tapioszentmarton","Hungary",19.75,47.33
"Tapioszolos","Hungary",19.85,47.3
"Taplanszentkereszt","Hungary",16.66,47.2
"Tapolca","Hungary",17.44,46.89
"Taquara","Brazil",-50.79,-29.65
"Taquari","Brazil",-51.86,-29.8
"Taquaritinga","Brazil",-48.51,-21.41
"Taquarituba","Brazil",-49.25,-23.52
"Tar","Croatia",13.63,45.3
"Tar","Hungary",19.75,47.95
"Tara","Russia",74.37,56.9
"Taraclia","Moldova",28.67,45.9
"Tarancon","Spain",-3.01,40.01
"Taranivka","Ukraine",36.15,49.62
"Taranto","Italy",17.24,40.48
"Tarare","France",4.42,45.9
"Tarascon","France",4.65,43.82
"Tarashcha","Ukraine",30.51,49.57
"Tarasivka","Ukraine",30.32,50.35
"Tarazona","Spain",-1.72,41.9
"Tarazona de la Mancha","Spain",-1.92,39.25
"Tarbes","France",0.08,43.24
"Tarbja","Estonia",25.59,58.93
"Tarcal","Hungary",21.35,48.13
"Tarchamps","Luxembourg",5.79,49.95
"Targoviste","Bulgaria",26.58,43.25
"Targoviste","Romania",25.45,44.95
"Targsorul-Vechi","Romania",25.92,44.87
"Targu Bujor","Romania",27.9,45.87
"Targu Carbunesti","Romania",23.52,44.97
"Targu Gangiulesti","Romania",27.01,47.22
"Targu Jiu","Romania",23.26,45.05
"Targu Ocna","Romania",26.62,46.28
"Targu Secuiesc","Romania",26.14,46
"Targu-Lapus","Romania",23.86,47.46
"Targu-Mures","Romania",24.56,46.55
"Targu-Neamt","Romania",26.36,47.21
"Targu-Trotus","Romania",26.67,46.27
"Tarifa","Spain",-5.6,36.02
"Tarjan","Hungary",18.52,47.62
"Tarko-Sale","Russia",77.79,64.92
"Tarlungeni","Romania",25.75,45.63
"Tarm","Denmark",8.53,55.92
"Tarnalelesz","Hungary",20.18,48.05
"Tarnaveni","Romania",24.27,46.33
"Tarnobrzeg","Poland",21.68,50.59
"Tarnok","Hungary",18.86,47.38
"Tarnos","France",-1.48,43.55
"Tarnova","Romania",21.8,46.32
"Tarnow","Poland",20.99,50.01
"Tarnowskie Gory","Poland",18.86,50.46
"Taroms'ke","Ukraine",34.78,48.45
"Tarpa","Hungary",22.53,48.1
"Tarquinia","Italy",11.75,42.26
"Tarragona","Spain",1.24,41.12
"Tarrega","Spain",1.14,41.65
"Tars","Denmark",10.12,57.38
"Tartasesti","Romania",25.82,44.57
"Tartu","Estonia",26.71,58.38
"Tarutyne","Ukraine",29.15,46.19
"Tarvasjoki","Finland",22.73,60.58
"Tarxien","Malta",14.51,35.87
"Tashtagol","Russia",87.88,52.78
"Tasnad","Romania",22.59,47.48
"Tass","Hungary",19.03,47.02
"Tassin-la-Demi-Lune","France",4.81,45.75
"Taszar","Hungary",17.91,46.37
"Tat","Hungary",18.65,47.75
"Tata","Hungary",18.31,47.64
"Tatabanya","Hungary",18.44,47.55
"Tatarani","Romania",25.27,45
"Tataranu","Romania",27.32,45.52
"Tatarbunary","Ukraine",29.62,45.85
"Tatarsk","Russia",75.97,55.22
"Tatarusi","Romania",26.6,47.35
"Tatui","Brazil",-47.86,-23.35
"Tau","Norway",5.92,59.08
"Taua","Brazil",-40.31,-6
"Taubate","Brazil",-45.56,-23.02
"Tauffelen","Switzerland",7.2,47.07
"Taufkirchen","Germany",11.61,48.05
"Taulov","Denmark",9.62,55.55
"Taunton","UK",-3.11,51.03
"Taunusstein","Germany",8.14,50.14
"Taurage","Lithuania",22.28,55.25
"Taurianova","Italy",16.01,38.36
"Taurisano","Italy",18.2,39.96
"Tauros","Greece",23.7,37.97
"Tauste","Spain",-1.25,41.92
"Tautii Margheraus","Romania",23.48,47.65
"Tavagnacco","Italy",13.22,46.13
"Tavannes","Switzerland",7.2,47.22
"Tavarede","Portugal",-8.84,40.17
"Tavda","Russia",65.26,58.05
"Tavernes de la Valldigna","Spain",-0.27,39.07
"Taverny","France",2.19,49.02
"Taviano","Italy",18.08,39.99
"Tavira","Portugal",-7.64,37.12
"Tavistock","UK",-4.16,50.55
"Tavriys'k","Ukraine",33.42,46.77
"Tayga","Russia",85.62,56.06
"Tayshet","Russia",97.99,55.93
"Tazlar","Hungary",19.51,46.55
"Tbilisi","Georgia",44.79,41.72
"Tbilisskaya","Russia",40.19,45.36
"Tczew","Poland",18.78,54.1
"Teaca","Romania",24.52,46.92
"Teano","Italy",14.06,41.25
"Tearce","North Macedonia",21.05,42.07
"Techirghiol","Romania",28.6,44.07
"Tecuci","Romania",27.43,45.86
"Teedla","Estonia",26.28,58.19
"Teenuse","Estonia",24.22,58.83
"Tefe","Brazil",-64.7,-3.36
"Teglas","Hungary",21.69,47.73
"Teigebyen","Norway",11,60.23
"Teignmouth","UK",-3.51,50.56
"Teius","Romania",23.68,46.2
"Teixeira de Freitas","Brazil",-39.71,-17.53
"Teixoso","Portugal",-7.46,40.32
"Tel'manove","Ukraine",38.02,47.41
"Telavi","Georgia",45.47,41.92
"Telc","Czech Republic",15.45,49.18
"Telciu","Romania",24.4,47.43
"Telega","Romania",25.78,45.13
"Telemaco Borba","Brazil",-50.62,-24.33
"Telenesti","Moldova",28.37,47.5
"Telford","UK",-2.47,52.68
"Telfs","Austria",11.07,47.3
"Telgte","Germany",7.77,51.99
"Telki","Hungary",18.83,47.55
"Tellin","Belgium",5.22,50.08
"Telnice","Czech Republic",16.73,49.1
"Teloes","Portugal",-8.09,41.32
"Telsiai","Lithuania",22.23,55.99
"Teltow","Germany",13.3,52.41
"Temerin","Serbia",19.89,45.41
"Tempio Pausania","Italy",9.09,40.91
"Templemore","Ireland",-7.84,52.79
"Templin","Germany",13.49,53.13
"Temryuk","Russia",37.38,45.27
"Temse","Belgium",4.22,51.13
"Tengelic","Hungary",18.72,46.53
"Tenja","Croatia",18.75,45.5
"Tenneville","Belgium",5.53,50.1
"Tennevoll","Norway",17.8,68.75
"Teo","Spain",-8.5,42.75
"Teofilo Otoni","Brazil",-41.5,-17.87
"Teofipol'","Ukraine",26.42,49.83
"Teotonio Vilela","Brazil",-36.37,-9.9
"Tepelene","Albania",20.01,40.3
"Tepla","Czech Republic",12.87,49.98
"Teplice","Czech Republic",13.82,50.65
"Teplice nad Metuji","Czech Republic",16.18,50.6
"Teplodar","Ukraine",30.33,46.5
"Teplohirs'k","Ukraine",38.59,48.6
"Teplyk","Ukraine",29.73,48.67
"Teramo","Italy",13.7,42.67
"Terebovlya","Ukraine",25.72,49.3
"Terek","Russia",44.14,43.48
"Teresina","Brazil",-42.8,-5.1
"Teresopolis","Brazil",-42.98,-22.41
"Terezin","Czech Republic",14.15,50.52
"Tergnier","France",3.27,49.66
"Terjola","Georgia",42.98,42.3
"Terlicko","Czech Republic",18.5,49.75
"Terlizzi","Italy",16.53,41.14
"Termini Imerese","Italy",13.7,37.99
"Termoli","Italy",15.02,41.98
"Ternat","Belgium",4.18,50.87
"Terneuzen","Netherlands",3.84,51.33
"Terni","Italy",12.65,42.57
"Ternitz","Austria",16.03,47.72
"Ternivka","Ukraine",36.09,48.52
"Ternopil'","Ukraine",25.58,49.55
"Terpinnya","Ukraine",35.42,46.97
"Terpni","Greece",23.48,40.92
"Terpsithea","Greece",22.37,39.62
"Terracina","Italy",13.24,41.3
"Terrak","Norway",12.42,65.08
"Terranuova Bracciolini","Italy",11.59,43.55
"Terrassa","Spain",2,41.57
"Terrugem","Portugal",-9.27,38.7
"Terter","Azerbaijan",46.93,40.34
"Teruel","Spain",-1.11,40.34
"Tervel","Bulgaria",27.42,43.75
"Tervo","Finland",26.75,62.95
"Tervola","Finland",24.8,66.08
"Tervuren","Belgium",4.52,50.82
"Terzigno","Italy",14.5,40.81
"Tesanj","Bosnia and Herzegovina",17.99,44.61
"Tesanjka","Bosnia and Herzegovina",18.01,44.67
"Teslic","Bosnia and Herzegovina",17.86,44.61
"Tessenderlo","Belgium",5.08,51.07
"Tet","Hungary",17.52,47.52
"Tetange","Luxembourg",6.04,49.47
"Teteven","Bulgaria",24.28,42.93
"Tetiyiv","Ukraine",29.67,49.38
"Tetovo","North Macedonia",20.97,42.01
"Tetri Tskaro","Georgia",44.46,41.55
"Tettnang","Germany",9.59,47.67
"Teufen","Switzerland",9.37,47.39
"Teufenthal","Switzerland",8.12,47.33
"Teulada","Spain",0.1,38.73
"Teutonia","Brazil",-51.8,-29.43
"Teuva","Finland",21.73,62.48
"Tewkesbury","UK",-2.15,52
"Texel","Netherlands",4.79,53.09
"Teykovo","Russia",40.54,56.85
"Tezze sul Brenta","Italy",11.7,45.68
"Thal","Switzerland",9.56,47.47
"Thalgau","Austria",13.25,47.84
"Thalwil","Switzerland",8.56,47.31
"Thame","UK",-0.98,51.75
"Thasos","Greece",24.72,40.77
"Thatcham","UK",-1.27,51.41
"Thayngen","Switzerland",8.7,47.73
"Thermi","Greece",23.02,40.55
"Thermon","Greece",21.67,38.58
"Therwil","Switzerland",7.55,47.5
"Thespiai","Greece",23.15,38.3
"Thesprotikon","Greece",20.78,39.25
"Thessaloniki","Greece",22.94,40.64
"Thetford","UK",-0.74,52.42
"Theux","Belgium",5.82,50.53
"Thiais","France",2.38,48.76
"Thiene","Italy",11.47,45.71
"Thierachern","Switzerland",7.57,46.75
"Thiers","France",3.54,45.86
"Thimiana","Greece",26.13,38.32
"Thimister-Clermont","Belgium",5.87,50.65
"Thionville","France",6.15,49.36
"Thira","Greece",25.43,36.42
"Thirsk","UK",-1.33,54.22
"Thisted","Denmark",8.69,56.96
"Thivai","Greece",23.32,38.33
"Tholen","Netherlands",4.21,51.54
"Thomastown","Ireland",-7.14,52.52
"Thonex","Switzerland",6.19,46.19
"Thonon-les-Bains","France",6.46,46.38
"Thorigny-sur-Marne","France",2.72,48.88
"Thornaby","UK",-1.3,54.54
"Thorne-Moorends","UK",-0.97,53.6
"Thornton-Cleveleys","UK",-3.04,53.87
"Thouars","France",-0.22,46.99
"Thouria","Greece",22.05,37.08
"Thrakomakedones","Greece",23.72,38.07
"Thrapsanon","Greece",25.28,35.18
"Thuin","Belgium",4.28,50.33
"Thun","Switzerland",7.62,46.77
"Thurles","Ireland",-7.83,52.69
"Thuro","Denmark",10.67,55.05
"Thusis","Switzerland",9.43,46.68
"Thyboron","Denmark",8.22,56.7
"Tia Mare","Romania",24.63,43.87
"Tiana","Spain",2.27,41.47
"Tianeti","Georgia",44.96,42.11
"Tiangua","Brazil",-41,-3.73
"Tibana","Romania",27.33,46.98
"Tibanesti","Romania",27.33,46.92
"Ticha","Czech Republic",18.23,49.57
"Ticleni","Romania",23.4,44.88
"Tiel","Netherlands",5.43,51.91
"Tielt","Belgium",3.33,51
"Tielt-Winge","Belgium",4.91,50.93
"Tienen","Belgium",4.95,50.8
"Tiete","Brazil",-47.72,-23.12
"Tifesti","Romania",27.1,45.85
"Tiganesti","Romania",25.37,43.9
"Tighina","Moldova",29.48,46.83
"Tiha Bargaului","Romania",24.77,47.23
"Tiheda","Estonia",26.96,58.79
"Tihemetsa","Estonia",25.04,58.15
"Tiidu","Estonia",26.27,57.92
"Tijucas","Brazil",-48.61,-27.21
"Tikheron","Greece",26.28,41.03
"Tikhoretsk","Russia",40.13,45.85
"Tikhvin","Russia",33.51,59.64
"Tilburg","Netherlands",5.07,51.57
"Tilbury","UK",0.37,51.45
"Tileagd","Romania",22.2,47.07
"Tilga","Estonia",26.27,58.17
"Tilsi","Estonia",27.01,57.98
"Timashyovsk","Russia",38.95,45.62
"Timbakion","Greece",24.77,35.07
"Timbauba","Brazil",-35.32,-7.5
"Timbo","Brazil",-49.28,-26.85
"Timelkam","Austria",13.6,48.01
"Timisoara","Romania",21.23,45.76
"Timon","Brazil",-42.84,-5.1
"Timoteo","Brazil",-42.67,-19.58
"Timra","Sweden",17.32,62.48
"Tinca","Romania",21.95,46.77
"Tineo","Spain",-6.41,43.33
"Tinglev","Denmark",9.25,54.93
"Tingvollvagen","Norway",8.22,62.92
"Tinlot","Belgium",5.37,50.48
"Tinnikuru","Estonia",25.77,58.2
"Tinos","Greece",25.17,37.53
"Tinqueux","France",3.97,49.25
"Tintigny","Belgium",5.52,49.68
"Tipperary","Ireland",-8.17,52.49
"Tiptree","UK",0.75,51.82
"Tirana","Albania",19.82,41.33
"Tiraspol'","Moldova",29.63,46.85
"Tirnavos","Greece",22.29,39.74
"Tisau","Romania",26.52,45.17
"Tisice","Czech Republic",14.55,50.27
"Tiskre","Estonia",24.57,59.42
"Tismana","Romania",22.97,45.05
"Tisno","Croatia",15.64,43.8
"Tisnov","Czech Republic",16.43,49.35
"Tisovec","Slovakia",19.94,48.68
"Tiszaalpar","Hungary",19.99,46.81
"Tiszabercel","Hungary",21.65,48.15
"Tiszabezded","Hungary",22.15,48.37
"Tiszabo","Hungary",20.49,47.31
"Tiszabura","Hungary",20.47,47.45
"Tiszacsege","Hungary",21,47.7
"Tiszadada","Hungary",21.25,48.04
"Tiszadob","Hungary",21.17,48.01
"Tiszaeszlar","Hungary",21.47,48.05
"Tiszafoldvar","Hungary",20.26,46.98
"Tiszafured","Hungary",20.75,47.61
"Tiszakarad","Hungary",21.74,48.23
"Tiszakecske","Hungary",20.09,46.94
"Tiszakeszi","Hungary",20.99,47.8
"Tiszalok","Hungary",21.38,48.02
"Tiszaluc","Hungary",21.08,48.03
"Tiszanagyfalu","Hungary",21.48,48.1
"Tiszanana","Hungary",20.52,47.56
"Tiszapuspoki","Hungary",20.32,47.22
"Tiszaroff","Hungary",20.45,47.4
"Tiszasuly","Hungary",20.4,47.38
"Tiszaszentimre","Hungary",20.73,47.51
"Tiszaujvaros","Hungary",21.07,47.94
"Tiszavasvari","Hungary",21.36,47.97
"Titel","Serbia",20.29,45.21
"Titesti","Romania",25,45.02
"Titu","Romania",25.55,44.66
"Tiverton","UK",-3.49,50.92
"Tivoli","Italy",12.79,41.96
"Tjaereborg","Denmark",8.58,55.47
"Tjome","Norway",10.39,59.13
"Tjorvag","Norway",5.72,62.28
"Tjotta","Norway",12.4,65.83
"Tkibuli","Georgia",42.96,42.35
"Tkvarcheli","Georgia",41.67,42.84
"Tlmace","Slovakia",18.53,48.29
"Tlucna","Czech Republic",13.23,49.73
"Tlumacov","Czech Republic",17.5,49.25
"Toalmas","Hungary",19.67,47.52
"Tobarra","Spain",-1.68,38.58
"Tobias Barreto","Brazil",-38.02,-11.18
"Tobolsk","Russia",68.27,58.2
"Tocantinopolis","Brazil",-47.42,-6.32
"Tocina","Spain",-5.72,37.62
"Todi","Italy",12.39,42.79
"Todiresti","Romania",27.37,46.85
"Todiresti","Romania",26.03,47.7
"Todiresti","Romania",26.83,47.32
"Todmorden","UK",-2.08,53.72
"Todorovo","Bosnia and Herzegovina",15.93,45.09
"Todva","Estonia",24.7,59.27
"Toffen","Switzerland",7.48,46.87
"Tofte","Norway",10.61,59.57
"Toftlund","Denmark",9.07,55.18
"Togrenda","Norway",10.75,59.74
"Toguchin","Russia",84.39,55.24
"Tohmajarvi","Finland",30.38,62.18
"Toholampi","Finland",24.25,63.77
"Tohvri","Estonia",25.34,58.39
"Toijala","Finland",23.87,61.17
"Toikvere","Estonia",26.66,58.8
"Toila","Estonia",27.5,59.42
"Toivakka","Finland",26.08,62.1
"Tojsici","Bosnia and Herzegovina",18.79,44.5
"Tokaj","Hungary",21.4,48.1
"Tokmak","Ukraine",35.71,47.25
"Tokod","Hungary",18.66,47.72
"Tokodaltaro","Hungary",18.65,47.74
"Tokol","Hungary",18.98,47.33
"Tolcsva","Hungary",21.45,48.28
"Toledo","Brazil",-53.74,-24.73
"Toledo","Spain",-4.03,39.86
"Tolentino","Italy",13.27,43.21
"Tolga","Norway",11,62.42
"Tolisa","Bosnia and Herzegovina",18.64,45.04
"Tolla","Estonia",25.12,58.18
"Tolliste","Estonia",26.18,57.86
"Tollose","Denmark",11.75,55.62
"Tolmin","Slovenia",13.74,46.19
"Tolna","Hungary",18.78,46.43
"Tolon","Greece",22.85,37.52
"Tolosa","Spain",-2.08,43.14
"Toltestava","Hungary",17.73,47.62
"Tolyatti","Russia",49.51,53.48
"Tomakivka","Ukraine",34.74,47.81
"Tomar","Portugal",-8.41,39.6
"Tomares","Spain",-6.04,37.39
"Tomashpil'","Ukraine",28.52,48.53
"Tomaszow Lubelski","Poland",23.42,50.46
"Tomaszow Mazowiecki","Poland",20.03,51.54
"Tome-Acu","Brazil",-48.16,-2.41
"Tomelloso","Spain",-3.02,39.16
"Tomesti","Romania",27.68,47.12
"Tomilino","Russia",37.94,55.66
"Tomino","Spain",-8.74,41.99
"Tomislavgrad","Bosnia and Herzegovina",17.23,43.72
"Tommerup","Denmark",10.22,55.32
"Tomorkeny","Hungary",20.04,46.62
"Tompa","Hungary",19.55,46.2
"Tomra","Norway",6.95,62.59
"Tomsani","Romania",26.28,44.95
"Tomsk","Russia",84.97,56.5
"Tomter","Norway",11.01,59.67
"Tona","Spain",2.23,41.85
"Tonbridge","UK",0.28,51.2
"Tondela","Portugal",-8.07,40.52
"Tonder","Denmark",8.9,54.93
"Tongeren","Belgium",5.47,50.78
"Tonisvorst","Germany",6.44,51.32
"Tonneins","France",0.31,44.39
"Tonsberg","Norway",10.42,59.27
"Tonstad","Norway",6.72,58.67
"Tonyrefail","UK",-3.43,51.58
"Tootsi","Estonia",24.79,58.58
"Topki","Russia",86.6,56.28
"Toplita","Romania",25.37,46.94
"Topol'cany","Slovakia",18.16,48.57
"Topola","Serbia",20.68,44.25
"Topolcani","North Macedonia",21.42,41.24
"Topolna","Czech Republic",17.57,49.12
"Topolog","Romania",28.37,44.88
"Topolovac","Croatia",16.44,45.46
"Topoloveni","Romania",25.08,44.82
"Topolovgrad","Bulgaria",26.33,42.09
"Topolsica","Slovenia",15.02,46.4
"Toporivtsi","Ukraine",26.12,48.38
"Topraisar","Romania",28.45,44.02
"Toravere","Estonia",26.46,58.27
"Torcy","France",2.66,48.83
"Tordesillas","Spain",-5,41.5
"Tordinci","Croatia",18.8,45.37
"Torello","Spain",2.26,42.05
"Torez","Ukraine",38.59,48.04
"Torgau","Germany",12.99,51.56
"Torhout","Belgium",3.1,51.07
"Tori","Estonia",24.82,58.48
"Toritama","Brazil",-36.06,-8
"Torma","Estonia",26.74,58.81
"Tornal'a","Slovakia",20.33,48.42
"Tornes","Norway",7.03,62.85
"Tornimae","Estonia",23.13,58.5
"Tornio","Finland",24.17,65.86
"Tornyospalca","Hungary",22.19,48.29
"Toro","Spain",-5.4,41.53
"Torokbalint","Hungary",18.92,47.43
"Torokszentmiklos","Hungary",20.41,47.18
"Torpo","Norway",8.72,60.67
"Torpoint","UK",-4.2,50.38
"Torquay","UK",-3.52,50.47
"Torre Annunziata","Italy",14.45,40.76
"Torre del Campo","Spain",-3.89,37.77
"Torre del Greco","Italy",14.36,40.79
"Torre-Pacheco","Spain",-0.96,37.74
"Torredembarra","Spain",1.4,41.15
"Torredonjimeno","Spain",-3.98,37.76
"Torrejon de Ardoz","Spain",-3.48,40.46
"Torrelavega","Spain",-4.06,43.35
"Torrelodones","Spain",-3.94,40.59
"Torremae","Estonia",26.33,59.36
"Torremaggiore","Italy",15.28,41.69
"Torremolinos","Spain",-4.51,36.63
"Torrent","Spain",-0.46,39.44
"Torreperogil","Spain",-3.28,38.03
"Torres","Brazil",-49.74,-29.35
"Torres Novas","Portugal",-8.52,39.48
"Torres Vedras","Portugal",-9.26,39.1
"Torrevieja","Spain",-0.69,37.98
"Torri di Quartesolo","Italy",11.62,45.52
"Torrijos","Spain",-4.29,39.99
"Torring","Denmark",9.49,55.86
"Torroella de Montgri","Spain",3.13,42.03
"Torrox","Spain",-3.97,36.77
"Torsken","Norway",17.1,69.33
"Tortel","Hungary",19.93,47.12
"Tortona","Italy",8.85,44.91
"Tortosa","Spain",0.52,40.83
"Tortosendo","Portugal",-7.51,40.23
"Torun","Poland",18.61,53.02
"Torva","Estonia",25.93,58.01
"Torvandi","Estonia",26.07,58.32
"Torvik","Norway",12.55,66.2
"Torzhok","Russia",34.97,57.04
"Toshkivka","Ukraine",38.57,48.78
"Tosno","Russia",30.88,59.55
"Tostamaa","Estonia",24,58.33
"Toszeg","Hungary",20.16,47.1
"Totana","Spain",-1.5,37.77
"Totkomlos","Hungary",20.76,46.42
"Totton","UK",-1.49,50.92
"Toul","France",5.88,48.68
"Toulon","France",5.92,43.13
"Toulouse","France",1.45,43.62
"Tourcoing","France",3.16,50.72
"Tourlaville","France",-1.57,49.63
"Tournai","Belgium",3.38,50.6
"Tournefeuille","France",1.34,43.59
"Tournon-sur-Rhone","France",4.84,45.07
"Tours","France",0.69,47.38
"Tousi","Estonia",23.84,58.51
"Touzim","Czech Republic",13,50.07
"Tovacov","Czech Republic",17.28,49.43
"Tovarkovo","Russia",35.94,54.68
"Tovarnik","Croatia",19.15,45.17
"Tovik","Norway",16.89,68.67
"Tovuz","Azerbaijan",45.62,40.99
"Tower","Ireland",-8.6,51.92
"Toysa","Finland",23.82,62.63
"Tradate","Italy",8.9,45.72
"Trafaria","Portugal",-9.22,38.67
"Tragana","Greece",23.12,38.62
"Traganon","Greece",21.32,37.88
"Traian","Romania",27.03,46.63
"Trairi","Brazil",-39.25,-3.28
"Traiskirchen","Austria",16.3,48.02
"Traismauer","Austria",15.75,48.35
"Trakai","Lithuania",24.93,54.64
"Tralee","Ireland",-9.72,52.28
"Tramagal","Portugal",-8.24,39.45
"Tramandai","Brazil",-50.13,-29.97
"Tramelan","Switzerland",7.1,47.23
"Tramore","Ireland",-7.16,52.16
"Tran","Bulgaria",22.65,42.83
"Tranas","Sweden",14.97,58.04
"Tranbjerg","Denmark",10.15,56.1
"Tranby","Norway",10.28,59.79
"Tranent","UK",-2.95,55.93
"Trani","Italy",16.41,41.28
"Trapagaran","Spain",-3.03,43.3
"Trapani","Italy",12.52,38.03
"Trappes","France",2,48.79
"Trastenik","Bulgaria",24.48,43.52
"Traun","Austria",14.24,48.23
"Traunreut","Germany",12.6,47.97
"Traunstein","Germany",12.64,47.87
